MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,rooms_per_household,bedrooms_per_room,population_per_household
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,1.425,1.8262978000088779,0.2862221448786382,303.9998499741
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,1.375,1.804658679966584,0.309831103885532,252.99988528858245
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875,1.4751767469780626,0.3124999198718154,159.99993947992834
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,1.125,1.351427891853403,0.3964057721619114,351.99982299437477
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,1.719,1.219046892595185,0.5055801099954372,437.99973898791063
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.938,1.7606025291562402,0.2441112958494125,406.99984387470647
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,0.975,1.6442056233649573,0.26482452944003065,719.9997353752887
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042,1.4027533897578695,0.27975453257557475,399.99986230641576
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.875,1.669043667778638,0.20085466085543932,232.99992255494726
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,0.831,1.6406243733726353,0.2571427972789255,219.9999159722543
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.875,1.9903528689688212,0.232633230814211,258.999892152778
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,0.853,2.045328984807318,0.22498317334056797,243.9999182198076
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.803,1.2914335264471208,0.24585430804635205,303.9999139516072
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.6491228070175439,37.82,-122.29,0.6,1.6808500445909307,0.27215180055283145,56.999965436191175
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,0.757,2.023465020960363,0.18822476788757217,186.99993687908267
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,0.75,1.5697670220390523,0.21481477821674147,22.99999384883885
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,0.861,2.015914466998501,0.2499999598684275,121.99996051990667
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.2767295597484276,37.81,-122.3,0.761,2.349327497997942,0.19362742582780987,158.9999514760225
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,0.735,2.112244181304908,0.2198067279779048,132.9999548750153
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784,1.6721849127506976,0.20693065475640351,186.99994210432254
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.844,1.8464459225633927,0.24329891355653654,331.9998601218863
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.3469387755102042,37.8,-122.29,0.813,2.087397750310022,0.23758516560368126,146.9999560792814
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,0.85,2.087590616122516,0.19055941324148273,81.99997545986136
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,1.292,1.536477817450386,0.22991783631567367,610.9997952161958
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,0.825,1.9591830387340665,0.19791663393826497,126.99995885460517
0.7286,46.0,3.375451263537906,1.0722021660649819,582.0,2.101083032490975,37.81,-122.29,0.952,1.6065284450027846,0.31764696471849274,276.99986816329294
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,0.75,1.5071424480613353,0.24170611760742905,151.99995874286833
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.5714285714285716,37.81,-122.29,0.675,0.6666664074075082,0.33333313888900235,6.999997277778836
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,1.375,2.8793090243168957,0.19281434054573976,132.99993900347624
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.7357630979498861,37.81,-122.28,1.775,1.6233586448104398,0.3734841035088751,438.99974708544755
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,1.021,2.3576042071031216,0.19286201161058206,508.9997903876267
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,1.083,1.6740633196517238,0.20132556613554914,206.99994057005867
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,1.125,1.6555972124581648,0.2143266076469069,324.9998997865584
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,1.313,1.9883711971001874,0.25730988321194165,154.99993015991518
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,1.625,1.5172406593061567,0.3127704649451684,288.9998628555659
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,1.125,1.1475406324465824,0.2666665955555745,55.99998286339322
1.5208,52.0,3.9080459770114944,1.1149425287356323,200.0,2.2988505747126435,37.81,-122.28,1.125,1.6999992605003218,0.2852940446453474,86.99996215501646
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,1.375,1.1156064366502956,0.42487029571270507,154.9999305636149
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,1.188,2.029977852106516,0.1940927924032891,168.99993884156387
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,0.982,2.050397252531342,0.1849935041730233,114.99996492043509
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,1.188,1.5120265041751348,0.5124997786932773,379.99975189019636
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454545,37.81,-122.27,1.625,1.6025631339819886,0.3977141357192402,329.9998005495711
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,1.375,0.8399997379200818,0.39999985142862654,38.99998783200379
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,5.00001,0.6287877438208125,0.3132529051144701,84.9999817550544
2.0938,16.0,2.74585635359116,1.0828729281767955,800.0,2.2099447513812156,37.8,-122.27,1.625,1.2424994377690042,0.3943660535608537,361.99983619507407
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727273,37.8,-122.28,1.375,0.2378318352553081,0.4046509971661034,87.99999143362915
0.75,52.0,2.823529411764706,0.9117647058823529,191.0,5.617647058823529,37.8,-122.28,1.625,0.5026177115759048,0.3229165523003877,33.99999394764506
2.6354,27.0,3.493377483443709,1.1490066225165563,718.0,2.377483443708609,37.79,-122.27,1.875,1.4693587134452208,0.32890985845423953,301.99987297498376
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,1.792,1.2923883922039343,0.36326520720416805,466.9998356526576
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,1.3,1.536176544093943,0.46481495969878933,2322.998444414706
2.8345,31.0,3.8949152542372882,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,1.838,2.2441393319900333,0.28959957751795,1179.9993201175794
2.0062,29.0,3.681318681318681,1.1758241758241759,202.0,2.21978021978022,37.81,-122.26,1.25,1.658415094476368,0.3194028983114515,90.99995900496896
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,1.7,1.819168836975768,0.3449211213602928,1249.9992280143108
2.6104,37.0,3.7071428571428573,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,1.931,1.9766039515386984,0.2986511718474681,979.9994774757955
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578,2.0208322369616774,0.3036940765426126,1249.9993218319653
3.2177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,2.734,2.26531276193008,0.2760936249892944,1496.999125631022
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,2.375,2.1953714638953885,0.2833722896851498,227.99986636511687
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,3.5,2.40781957989564,0.3252899306715881,612.9995801466563
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,3.357,2.1833380788427585,0.3260090984107857,1788.99880977357
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,3.134,2.238871593049453,0.14910534368343017,243.99991166768777
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,2.685,2.857544001353929,0.2379071527711443,455.99970671951166
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,2.594,2.562680639283922,0.2616609155740009,421.9997404024921
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,2.757,2.410663621290526,0.2157425582007593,717.9996429890972
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865338,37.82,-122.25,2.25,2.195393578483125,0.2562180984456353,801.9995768396969
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,2.625,2.589089718109639,0.20294940214452334,252.99988362005354
2.6429,32.0,3.7270058708414875,1.0743639921722115,1806.0,1.7671232876712328,37.82,-122.25,2.185,2.109079648128793,0.28826455904269377,1021.9994216592421
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,2.55,2.263577613050912,0.30209639614768524,1216.9991531801206
3.1484,52.0,4.578034682080925,1.0770712909441233,939.0,1.8092485549132948,37.83,-122.25,2.241,2.5303500391356013,0.23526930887846326,518.9997131407337
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,2.431,2.3896281356695215,0.2653440099347971,421.9997361720168
3.1429,52.0,4.3951890034364265,0.9862542955326461,534.0,1.8350515463917525,37.83,-122.25,2.316,2.39512978093115,0.22439400680324004,290.9998414214348
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,2.185,1.9632512662391115,0.3484666310627092,1660.9989214545706
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,2.341,2.3460232738935414,0.2637230850881052,1036.9993978900472
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,3.276,2.5927825081362106,0.15864808780288797,372.9998565680964
5.2868,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23,3.476,2.891619852062269,0.14299210414136362,484.99978576967567
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,3.661,3.2443309573445336,0.1576086726471813,375.99982194466867
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,3.35,3.4081616307796256,0.16167662395568466,46.999977459194476
6.3434,52.0,6.947890818858561,1.0198511166253101,1061.0,2.632754342431762,37.85,-122.23,3.736,2.639018790269017,0.14678569315905915,402.9998469284276
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,3.895,2.998299350844401,0.1626522838560449,554.9997382966399
7.2354,52.0,7.11716621253406,0.9945504087193461,901.0,2.455040871934605,37.85,-122.24,3.911,2.898999929042204,0.1397396434592461,366.9998505117146
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,3.373,2.603149931752174,0.19822201825226984,955.9995500071049
7.5,50.0,6.127348643006263,0.9874739039665971,1031.0,2.152400835073069,37.84,-122.22,2.952,2.846749404856484,0.16115840640719706,478.9997774579113
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,2.923,2.521353825295851,0.17435744623498967,596.9997375487162
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,4.115,3.08848884908929,0.13504305984408713,653.9997353243645
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,3.115,2.619667181817721,0.15649025161639246,342.99986060550685
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,3.259,2.6649111212316523,0.16129029624753558,495.9997841965851
11.6017,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19,3.926,3.0337700027178602,0.12987011428892878,193.9999293883934
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,3.193,2.6725735224346354,0.16055843939707204,442.9998169319786
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,3.333,3.113090113935447,0.15557746906765227,765.999639363415
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,3.352,2.863929710266426,0.13876317770361707,189.99992203026957
8.401,26.0,7.530805687203792,1.0568720379146919,542.0,2.5687203791469195,37.83,-122.2,3.512,2.9317331760226932,0.1403398177396466,210.99991785796553
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,3.689,2.7095299109477367,0.15131209340985308,268.99989052803244
8.317,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19,3.659,2.8897625826652606,0.14386918918932057,262.99989107248604
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.3863636363636362,37.82,-122.2,3.667,2.9261892499778384,0.14727418558156494,175.99992624764994
6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,3.628,2.980235976191314,0.14164454354846903,499.99980237161964
6.3624,30.0,5.615384615384615,0.7307692307692307,126.0,2.423076923076923,37.81,-122.18,4.833,2.3174593610485177,0.13013696312629425,51.9999785396914
7.0549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21,3.314,2.9212779551693915,0.14021050565318863,349.99984932355807
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,3.235,2.777880802832969,0.1470984943778817,425.9998299194681
2.8929,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21,2.167,2.2484117133942334,0.21355449421740885,551.9997581715345
3.0812,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21,2.331,2.3701354844837215,0.2373557606068077,486.99975061106363
5.2402,52.0,6.200892857142857,0.9464285714285714,510.0,2.2767857142857144,37.81,-122.21,2.964,2.723528215548391,0.152627765162981,223.99990161572947
6.5217,52.0,6.39935064935065,1.0876623376623376,765.0,2.4837662337662336,37.81,-122.22,2.737,2.576469550911606,0.16996445847333674,307.9998759948212
3.2632,52.0,4.745652173913044,1.0108695652173914,1129.0,2.4543478260869565,37.8,-122.22,2.277,1.9335687427443564,0.2130095749040749,459.99981257757855
3.0298,52.0,5.183673469387755,1.0521541950113378,1073.0,2.433106575963719,37.8,-122.22,1.996,2.130474427270063,0.20297458901496335,440.99981875030744
4.5428,52.0,5.283495145631068,1.050485436893204,1185.0,2.3009708737864076,37.8,-122.22,2.398,2.296201533718321,0.19882392414762184,514.9997761815318
4.072,52.0,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,37.81,-122.22,2.701,2.6772474731955804,0.16749009044138796,339.9998470900158
5.3509,52.0,5.65067178502879,1.0287907869481765,1034.0,1.9846449136276392,37.81,-122.22,3.021,2.847193923222404,0.18206518517120873,520.9997374846585
3.1603,52.0,4.429193899782135,1.0588235294117647,787.0,1.7145969498910676,37.8,-122.23,2.695,2.5832259393891914,0.23905552890974532,458.99973229875843
4.7708,52.0,6.727699530516432,1.0751173708920188,612.0,2.8732394366197185,37.81,-122.23,3.147,2.341502453039179,0.15980458196903283,212.99992586767283
8.1564,52.0,7.7026315789473685,1.0578947368421052,1021.0,2.6868421052631577,37.81,-122.22,3.901,2.8667961906145423,0.13734197055348518,379.99985857008204
8.8793,52.0,8.972868217054264,1.1317829457364341,861.0,3.3372093023255816,37.81,-122.23,4.103,2.6887332245143183,0.12613389523000218,257.9999226899186
6.8591,52.0,7.599388379204893,0.9571865443425076,953.0,2.914373088685015,37.81,-122.24,3.524,2.607554194469862,0.125955717831984,326.9998877975201
6.0302,52.0,5.8203125,0.9296875,634.0,2.4765625,37.81,-122.24,2.873,2.35015677974742,0.15973151618035694,255.99989663095656
7.508,52.0,7.994318181818182,1.0369318181818181,878.0,2.4943181818181817,37.81,-122.23,3.487,3.205010104597316,0.1297085836327571,351.99985887932763
2.7477,52.0,4.333333333333333,1.1387163561076605,918.0,1.9006211180124224,37.81,-122.24,2.438,2.279955227430964,0.26278063692162085,482.99974587268275
2.1944,52.0,5.074285714285714,0.96,360.0,2.057142857142857,37.8,-122.24,2.115,2.466665467593175,0.189189151905291,174.9999149305969
3.0149,52.0,4.276639344262295,1.0450819672131149,1197.0,2.4528688524590163,37.8,-122.25,2.184,1.7435247695571534,0.2443698518196034,487.999801049371
3.675,52.0,4.851351351351352,0.9691119691119691,1048.0,2.023166023166023,37.81,-122.24,2.699,2.397899578137422,0.1997612003675679,517.9997439657753
3.225,46.0,4.326639892904953,1.1178045515394912,1373.0,1.8380187416331994,37.81,-122.25,2.188,2.3539681293414474,0.25835390068367453,746.9995935843435
2.9345,42.0,4.059113300492611,1.0492610837438423,1715.0,1.6896551724137931,37.8,-122.25,2.25,2.402330939728336,0.2584950819484203,1014.9993992860699
2.1429,43.0,3.2742382271468142,1.0969529085872576,1359.0,1.8822714681440442,37.8,-122.25,2.5,1.7395134246293653,0.3350252783890647,721.9996164211016
1.6121,41.0,3.5617433414043584,1.1355932203389831,1062.0,2.5714285714285716,37.8,-122.25,1.714,1.3851218718876335,0.31883063788099697,412.9998393889513
1.3929,29.0,3.1927554980595083,1.1177231565329884,1335.0,1.7270375161707632,37.8,-122.25,1.938,1.8486880681379203,0.3500809276286236,772.9995524129934
2.3173,27.0,3.804195804195804,1.1468531468531469,1171.0,2.7296037296037294,37.79,-122.24,1.25,1.3936801042794493,0.30147050898845074,428.9998428343872
1.7772,45.0,3.882608695652174,1.1434782608695653,1475.0,3.2065217391304346,37.79,-122.25,0.975,1.2108470800070124,0.29451280208516856,459.9998565424176
2.6458,50.0,3.2091836734693877,0.9591836734693877,742.0,3.7857142857142856,37.79,-122.25,1.25,0.847708670955661,0.2988870292816252,195.99994822642876
2.181,52.0,3.6887052341597797,1.0771349862258952,1086.0,2.9917355371900825,37.79,-122.25,1.388,1.2329645970845777,0.2920088827488988,362.9998786657864
2.2303,36.0,3.0902394106813995,1.1160220994475138,1645.0,3.029465930018416,37.8,-122.25,1.167,1.020060453560592,0.36114410244264145,542.9998207605455
1.6504,43.0,3.639751552795031,1.0046583850931676,1710.0,2.6552795031055902,37.8,-122.25,1.518,1.3707597176787962,0.27602381494908834,643.9997574644187
2.2697,52.0,4.368421052631579,1.0,731.0,3.206140350877193,37.8,-122.24,1.27,1.3625166748921997,0.22891561024823381,227.99992888647907
2.1563,52.0,4.585014409221902,1.07492795389049,1118.0,3.2219020172910664,37.8,-122.24,1.286,1.4230764813886054,0.23444369493905584,346.9998922996756
2.1348,52.0,4.7343283582089555,1.1880597014925374,1006.0,3.002985074626866,37.8,-122.24,1.406,1.5765402304761658,0.25094572253038017,334.9998884443711
2.6292,47.0,3.693140794223827,1.0613718411552346,1213.0,2.1895306859205776,37.8,-122.24,1.827,1.6867263524761753,0.28738995150829266,553.9997469778566
2.3833,52.0,4.638132295719845,1.1245136186770428,772.0,3.0038910505836576,37.8,-122.23,1.469,1.5440409367635741,0.2424496121564175,256.99991444432897
2.957,52.0,4.496259351620948,1.0473815461346634,1321.0,3.29426433915212,37.8,-122.24,1.228,1.3648746803067775,0.23294503970551253,400.9998782733147
